"";"sofifa_id";"short_name";"age";"height_cm";"weight_kg";"overall";"value_eur";"wage_eur";"pace";"shooting";"passing";"dribbling";"defending";"physic";"attacking_crossing";"attacking_finishing";"attacking_heading_accuracy";"attacking_short_passing";"attacking_volleys";"skill_dribbling";"skill_curve";"skill_fk_accuracy";"skill_long_passing";"skill_ball_control";"movement_acceleration";"movement_sprint_speed";"movement_agility";"movement_reactions";"movement_balance";"power_shot_power";"power_jumping";"power_stamina";"power_strength";"power_long_shots";"mentality_aggression";"mentality_interceptions";"mentality_positioning";"mentality_vision";"mentality_penalties";"mentality_composure";"defending_standing_tackle";"defending_sliding_tackle";"right_foot";"Role"
"5532";"#189077";"S. Sararer";30;177;80;64;425000;1000;75;62;59;69;37;54;60;58;57;62;59;71;66;48;49;67;73;76;68;64;73;71;58;34;67;65;46;34;65;59;59;63;39;42;1;"Milieu__gauche"
"5533";"#190031";"D. Massey";32;183;74;64;275000;950;60;51;61;59;61;73;62;47;59;61;48;55;64;67;59;63;54;65;71;63;55;56;78;79;71;54;69;59;56;58;50;62;62;60;0;"arriere_gauche"
"5534";"#190235";"J. Clarke";28;183;71;64;375000;5000;67;37;54;59;63;66;55;38;57;61;27;55;37;39;56;62;66;67;72;57;66;43;80;66;68;31;58;63;46;49;35;58;63;61;1;"arriere_droit"
"5535";"#190518";"F. Kastrati";28;180;77;64;475000;1000;80;62;52;64;40;73;53;61;65;55;55;63;51;42;43;62;80;80;76;60;66;70;82;74;65;56;88;48;60;56;69;57;39;36;1;"Attaquant"
"5536";"#190665";"J. Obika";29;183;76;64;450000;2000;70;62;43;61;36;71;31;63;65;53;56;58;52;57;30;65;69;70;65;58;60;67;72;55;88;54;50;15;63;39;66;67;30;28;0;"Attaquant"
"5537";"#190981";"M. Bakenga";27;181;77;64;475000;2000;78;61;52;64;38;61;57;62;62;59;60;61;46;27;44;63;78;78;77;61;73;63;82;60;68;59;39;49;63;49;48;57;19;16;1;"Attaquant"
"5538";"#191218";"D. Jaković";34;188;80;64;170000;2000;34;38;43;44;64;74;17;30;61;54;46;42;40;32;49;50;33;35;30;59;45;52;68;58;82;43;76;64;27;50;39;49;65;60;1;"arriere_central"
"5539";"#191552";"M. Inoha";34;179;74;64;170000;1000;49;45;55;48;62;73;47;46;62;61;52;42;40;49;65;47;55;44;70;63;64;43;92;67;72;48;77;66;33;51;44;52;63;61;1;"arriere_central"
"5540";"#191814";"Lee Jae Sung";31;187;81;64;325000;1000;43;44;49;47;61;76;32;36;67;58;11;35;43;38;57;55;32;52;67;63;56;66;75;65;83;46;70;60;43;50;45;55;63;64;1;"arriere_central"
"5541";"#192572";"S. Neville";31;184;75;64;325000;1000;64;48;58;57;63;70;61;42;60;62;21;54;45;50;55;60;66;63;63;61;57;59;79;74;72;54;58;64;55;54;45;57;64;63;1;"arriere_central"
"5542";"#192989";"F. Përdedaj";28;173;70;64;400000;2000;72;47;59;63;59;75;61;43;59;60;47;61;58;57;57;61;78;67;72;62;78;57;74;85;66;50;83;60;52;57;32;59;62;62;1;"Milieu__droit"
"5543";"#193073";"L. Legge";35;193;80;64;140000;2000;39;26;39;37;62;82;28;27;60;41;15;31;31;25;46;43;46;34;30;59;47;31;84;68;90;20;78;58;36;49;27;60;63;62;1;"arriere_central"
"5544";"#193113";"T. Jänicke";31;178;73;64;400000;2000;73;57;61;67;41;56;64;56;45;64;63;66;67;60;54;66;74;72;76;63;70;63;71;54;56;53;55;40;53;56;57;65;41;42;1;"Milieu__droit"
"5545";"#193173";"M. Lund";29;183;76;64;425000;2000;67;60;61;60;64;74;54;58;65;65;47;56;59;54;64;66;66;67;58;64;66;67;73;73;75;61;73;64;56;62;53;65;65;65;1;"Milieu__gauche"
"5546";"#193310";"D. Schmidt";33;187;78;64;210000;900;49;32;50;49;63;74;46;24;61;55;31;46;45;35;53;52;45;52;49;50;57;50;80;60;80;29;77;62;41;49;35;59;64;63;1;"arriere_central"
"5547";"#193358";"Romário";34;173;72;64;220000;1000;57;59;64;73;46;59;59;51;33;65;62;72;66;63;63;70;71;45;87;67;85;71;72;69;52;62;63;57;51;67;68;70;40;34;1;"Milieu__droit"
"5548";"#193427";"F. Berenguer";31;182;70;64;375000;3000;76;63;64;69;48;65;63;63;52;65;57;68;64;57;62;69;77;75;71;63;73;66;70;71;62;63;62;57;55;66;56;62;56;37;1;"Milieu__gauche"
"5549";"#193956";"B. Pringle";31;173;74;64;400000;3000;62;62;63;64;50;62;66;62;36;62;58;61;67;65;60;64;63;61;75;64;70;63;59;66;59;64;66;54;60;63;64;64;45;52;0;"Milieu__gauche"
"5550";"#194937";"T. Parkes";28;188;79;64;400000;3000;57;33;51;52;62;77;44;27;60;58;25;51;47;38;54;55;52;61;52;58;45;54;76;69;84;26;69;60;33;47;29;58;65;62;0;"arriere_central"
"5551";"#196436";"M. Valverde";32;174;74;64;350000;500;63;62;62;66;43;67;55;60;55;67;55;65;58;59;61;66;61;65;69;67;71;68;64;77;68;63;52;40;59;63;60;50;40;54;0;"Milieu__gauche"
"5552";"#196940";"C. Butcher";29;188;83;64;425000;2000;65;59;58;63;64;78;45;55;66;68;57;62;43;40;64;64;67;64;64;62;69;69;72;73;78;63;87;60;58;58;38;60;67;65;1;"Milieu_central"
"5553";"#197907";"M. Sansores";29;174;73;64;450000;4000;65;63;53;63;35;58;45;68;66;62;52;62;45;48;52;63;62;68;69;67;64;65;78;63;60;52;41;34;65;50;57;54;32;25;1;"Attaquant"
"5554";"#197990";"G. Francomb";28;181;73;64;375000;3000;67;53;63;62;59;61;65;49;56;63;47;61;64;65;61;60;66;68;68;64;71;57;43;71;61;56;52;60;57;62;57;59;60;58;1;"arriere_droit"
"5555";"#199080";"D. Löfquist";33;189;88;64;275000;950;58;61;64;62;59;68;63;58;56;67;55;62;69;68;63;64;62;55;60;68;56;65;42;70;70;66;66;60;63;60;56;66;59;53;1;"Milieu_central"
"5556";"#199121";"H. Radetinac";34;187;73;64;230000;2000;53;59;65;66;53;63;67;61;45;63;57;68;63;47;62;66;52;53;58;66;57;59;45;53;71;58;62;46;64;72;50;66;53;46;1;"Ailier_droit"
"5557";"#199479";"B. Uaferro";28;191;86;64;400000;2000;60;36;55;55;63;74;39;28;67;63;30;55;45;43;61;58;61;59;51;55;53;52;68;65;85;39;61;61;25;56;42;60;64;60;1;"arriere_central"
"5558";"#200207";"C. Martínez";32;183;79;64;350000;500;62;68;55;62;32;74;54;70;59;55;59;63;60;55;58;62;60;64;67;52;52;70;55;69;81;65;67;21;64;53;73;53;18;17;1;"Attaquant"
"5559";"#200265";"B. Mohsni";32;195;90;64;300000;2000;53;50;50;56;63;70;52;49;66;54;36;54;21;36;55;58;55;52;59;59;48;57;66;53;77;48;75;60;53;47;55;58;64;61;1;"arriere_central"
"5560";"#200283";"M. Sutter";29;177;76;64;450000;3000;76;63;57;64;40;62;49;67;52;60;54;62;55;47;57;65;80;72;68;63;67;63;61;66;61;53;59;40;71;63;62;58;45;39;0;"Attaquant"
"5561";"#200844";"J. Keohane";29;180;72;64;375000;2000;76;57;60;63;60;61;58;58;50;61;54;63;59;58;58;63;76;76;68;57;58;55;53;70;59;59;56;61;61;60;56;61;61;59;1;"arriere_gauche"
"5562";"#200953";"C. Hemlein";29;181;79;64;450000;900;82;62;60;63;39;69;62;58;52;60;59;63;70;66;53;61;80;83;71;60;71;69;68;68;67;62;74;32;60;60;65;65;38;57;1;"Milieu__droit"
"5563";"#201491";"D. Lafferty";31;180;76;64;325000;900;65;52;58;62;61;65;63;49;58;62;37;61;62;53;59;60;65;65;72;57;65;62;73;74;62;55;61;60;53;45;45;52;62;60;0;"arriere_gauche"
"5564";"#201522";"S. Zellner";29;186;85;64;375000;2000;82;51;59;58;62;71;50;47;62;64;43;59;50;56;63;57;80;84;52;64;56;63;80;60;78;48;64;62;52;60;59;58;62;61;1;"arriere_central"
"5565";"#202893";"R. Riski";28;180;74;64;475000;500;83;63;52;66;41;59;57;66;61;53;64;64;57;49;48;64;85;81;79;65;72;59;85;67;58;59;45;38;60;48;63;57;41;40;1;"Attaquant"
"5566";"#203224";"C. Good";27;187;85;64;400000;3000;47;35;54;48;64;68;42;31;64;70;35;37;35;26;64;61;50;45;56;64;54;39;69;60;77;35;53;55;34;44;46;70;68;63;0;"arriere_central"
"5567";"#203930";"O. Cissé";29;195;85;64;375000;4000;47;48;56;53;61;82;44;43;65;64;40;54;40;42;62;61;49;46;33;56;38;67;67;76;90;44;73;61;50;55;46;65;64;55;0;"Milieu_central"
"5568";"#204422";"D. McGowan";28;186;80;64;400000;2000;43;47;51;55;62;75;47;55;63;61;27;53;44;40;58;56;40;46;55;63;60;52;70;76;77;32;69;64;44;37;46;63;61;59;1;"arriere_central"
"5569";"#204637";"J. Derstroff";28;182;75;64;450000;2000;80;61;56;68;28;57;53;61;52;58;60;67;59;56;48;67;79;81;75;60;71;61;60;61;60;61;44;22;59;62;61;56;18;17;0;"Milieu__droit"
"5570";"#204730";"J. Schoop";31;176;68;64;350000;3000;69;56;61;63;61;68;54;52;56;66;54;59;57;52;61;63;68;70;73;68;74;65;80;75;66;59;59;59;53;61;46;63;61;61;0;"Milieu__droit"
"5571";"#205582";"A. Forde";26;180;82;64;475000;3000;72;58;61;65;32;59;62;56;42;61;54;64;63;63;58;61;73;72;76;60;73;61;54;70;61;62;40;29;58;62;59;64;31;35;1;"Ailier_gauche"
"5572";"#206489";"E. Fryers";27;183;80;64;400000;3000;74;40;58;63;63;70;62;35;60;61;32;63;62;61;56;63;76;73;66;63;64;52;73;68;74;38;64;62;55;50;43;57;65;62;0;"arriere_central"
"5573";"#207806";"B. Dickenson";27;184;81;64;400000;3000;84;58;58;64;57;69;65;57;51;56;56;64;65;62;53;60;82;85;79;53;73;62;72;70;72;59;60;56;60;56;54;61;59;57;0;"arriere_gauche"
"5574";"#207811";"Yeo Reum";31;175;62;64;375000;2000;74;59;63;66;56;68;61;54;38;66;58;64;64;56;64;65;72;75;78;61;80;65;68;83;62;64;62;62;61;60;57;61;58;55;1;"Milieu__droit"
"5575";"#208916";"M. Al Sahlawi";33;177;74;64;275000;6000;55;66;60;62;22;66;58;67;63;65;65;60;64;53;47;62;51;59;67;68;66;67;65;66;68;64;60;26;64;63;72;62;12;16;1;"Attaquant"
"5576";"#208992";"S. Al Qumayzi";28;180;65;64;375000;6000;72;38;54;62;58;76;60;35;49;65;36;61;50;20;58;61;76;68;74;56;63;44;90;88;73;34;65;53;42;36;45;50;60;58;1;"arriere_droit"
"5577";"#209475";"J. O'Sullivan";26;181;83;64;475000;3000;79;55;59;64;51;67;56;52;50;62;47;65;55;41;60;62;79;79;73;61;46;63;62;67;66;59;72;60;61;62;40;65;51;50;1;"Milieu__droit"
"5578";"#210280";"P. Ziegler";30;187;79;64;375000;2000;67;33;50;60;62;72;28;30;62;63;28;58;31;26;61;62;64;69;64;62;57;47;79;73;72;25;67;63;33;50;41;60;63;61;1;"arriere_central"
"5579";"#210416";"L. Sierpina";32;174;68;64;350000;1000;78;56;60;65;40;51;59;58;51;61;39;63;56;63;57;63;72;83;72;58;80;58;63;54;47;52;56;42;61;64;63;54;38;46;0;"Milieu__gauche"
"5580";"#210700";"M. Abusabaan";30;180;76;64;375000;5000;66;55;61;65;59;73;57;43;60;65;65;65;45;67;60;63;66;66;70;60;65;64;70;72;71;68;80;61;60;60;55;57;61;60;1;"Milieu__gauche"
"5581";"#210924";"A. Al Barakah";29;175;69;64;375000;5000;58;45;56;63;60;72;41;41;55;65;31;62;40;43;63;63;61;55;64;57;70;51;74;76;71;48;71;61;53;58;49;51;63;62;1;"Milieu_central"
"5582";"#212980";"B. Dabanlı";30;190;88;64;375000;3000;32;34;56;48;63;77;43;30;67;67;28;46;33;31;62;57;31;33;31;58;41;51;31;67;89;26;70;60;40;55;41;64;66;64;1;"arriere_central"
"5583";"#214177";"L. Paz";31;175;70;64;350000;500;62;54;58;60;64;63;44;57;61;62;31;55;55;46;68;65;65;59;68;59;71;51;71;72;64;52;46;64;65;62;59;54;67;63;1;"Milieu_central"
"5584";"#215196";"M. Galmarini";38;181;77;64;80000;500;53;53;59;58;65;59;58;45;60;60;56;55;64;59;55;58;66;42;70;63;60;63;51;71;53;57;60;61;53;58;61;67;63;63;1;"arriere_droit"
"5585";"#215660";"J. Thorsen";30;188;79;64;425000;3000;67;50;61;62;59;72;62;53;60;65;38;61;47;35;62;63;65;68;62;66;62;52;80;90;68;48;59;56;56;60;35;64;60;58;1;"Milieu__gauche"
"5586";"#215684";"K. Mensah";29;171;75;64;375000;5000;83;62;55;67;55;67;60;62;48;57;53;65;60;56;53;64;80;85;82;63;80;63;75;77;62;61;64;53;60;47;63;57;56;53;1;"arriere_gauche"
"5587";"#216387";"S. Sané";27;187;86;64;475000;5000;74;62;38;65;29;68;30;63;64;50;60;64;32;27;29;65;72;75;71;61;63;69;62;52;82;56;53;23;60;36;61;63;28;26;1;"Attaquant"
"5588";"#216698";"M. García";28;174;65;64;450000;4000;71;59;60;64;34;49;64;62;39;65;45;63;49;41;62;62;69;72;68;57;78;67;52;67;40;48;47;27;60;55;62;57;32;32;0;"Milieu__gauche"
"5589";"#217088";"R. Blanco";38;185;80;64;160000;500;55;68;51;61;23;55;43;73;60;57;65;64;53;67;49;59;46;62;55;55;56;61;70;42;67;63;37;14;73;47;68;60;20;14;1;"Attaquant"
"5590";"#217093";"F. Pol Hurtado";32;173;71;64;350000;500;59;55;62;60;63;53;60;54;45;68;45;55;39;32;62;66;60;59;61;68;65;66;42;60;46;48;63;67;63;65;46;65;64;60;1;"Milieu__gauche"
"5591";"#217160";"Peng Xinli";28;176;62;64;450000;4000;80;59;64;66;66;67;63;57;60;66;59;64;63;65;62;65;83;77;82;61;71;60;65;75;64;62;64;65;63;63;58;63;64;63;0;"Milieu__gauche"
"5592";"#218192";"I. Benegas";32;181;75;64;300000;500;41;30;47;47;65;65;40;32;71;65;24;38;37;23;58;56;38;44;58;55;56;41;76;62;66;17;65;63;23;24;37;52;67;58;1;"arriere_central"
"5593";"#219133";"A. Gómez";27;174;63;64;475000;500;89;62;56;63;61;73;57;57;56;57;39;61;61;29;55;63;85;93;73;51;80;74;75;80;76;67;54;57;61;57;58;65;63;60;0;"Milieu__gauche"
"5594";"#220711";"R. Mahazi";28;182;75;64;400000;1000;65;43;58;56;62;73;49;40;47;64;39;54;41;39;58;57;67;63;59;48;64;49;56;77;71;42;77;65;51;64;42;54;63;59;1;"Milieu__gauche"
"5595";"#221696";"T. McNamara";29;175;77;64;450000;2000;54;67;65;67;38;65;56;63;42;69;44;67;76;64;63;66;55;53;69;65;67;77;45;52;70;78;73;40;66;66;42;65;45;48;1;"Milieu__gauche"
"5596";"#221976";"Jiang Zhe";31;179;83;64;350000;3000;52;50;56;60;62;71;53;41;62;68;43;62;51;36;63;61;53;52;47;59;66;66;51;76;78;61;53;55;38;41;47;63;68;66;1;"Milieu__gauche"
"5597";"#222197";"Bai Jiajun";29;166;65;64;375000;4000;76;50;56;64;59;69;58;46;54;57;43;60;58;37;51;64;76;76;79;54;81;60;57;83;63;48;70;61;58;58;45;63;56;57;0;"arriere_gauche"
"5598";"#223744";"S. Dooley";28;180;80;64;450000;2000;70;57;61;64;39;43;64;58;43;61;57;66;56;56;58;62;72;68;67;60;62;55;48;53;41;53;36;40;62;64;57;62;38;34;1;"Milieu__gauche"
"5599";"#223899";"S. Jacob";27;183;73;64;475000;2000;73;62;50;64;29;61;40;65;63;59;58;63;46;37;44;64;68;77;69;60;67;62;66;60;70;55;40;24;68;55;59;62;21;22;1;"Attaquant"
"5600";"#224161";"J. Tévez";32;186;80;64;350000;500;86;63;44;64;27;62;34;68;44;49;49;59;62;37;38;67;82;89;76;67;66;58;54;67;66;59;49;18;69;46;65;72;19;16;1;"Attaquant"
"5601";"#227185";"K. Danielak";28;170;66;64;450000;2000;73;61;59;62;43;58;60;64;48;61;46;61;60;41;58;63;75;72;67;59;59;61;52;69;58;59;45;41;63;59;53;58;37;42;1;"Milieu__droit"
"5602";"#229488";"F. Madrigal";28;176;70;64;450000;3000;68;59;64;63;62;66;64;60;53;65;51;62;62;63;64;64;66;69;65;59;67;56;60;72;63;58;66;62;65;65;68;56;64;63;1;"Milieu__droit"
"5603";"#231574";"E. Sánchez";27;182;74;64;475000;500;60;64;52;66;26;50;38;69;54;58;39;66;49;40;44;70;62;58;55;56;72;62;63;75;45;59;26;12;67;66;61;49;16;17;1;"Milieu__gauche"
"5604";"#232567";"K. Ono";30;180;75;64;375000;1000;50;24;39;46;64;69;22;18;62;59;25;36;25;20;36;49;48;51;70;62;62;33;75;68;73;21;61;61;47;32;36;47;66;64;0;"arriere_central"
"5605";"#232714";"Y. Toyoda";35;185;79;64;210000;1000;35;65;47;57;30;69;39;68;74;59;53;54;35;33;39;60;30;39;65;67;49;69;73;48;81;56;62;29;73;44;64;68;28;17;1;"Attaquant"
"5606";"#233869";"A. Dandea";32;189;81;64;300000;3000;38;44;50;45;62;76;38;43;67;62;36;42;34;35;59;49;39;37;46;61;40;50;75;68;82;44;72;63;47;44;41;58;64;63;0;"arriere_central"
"5607";"#234484";"L. Fosgaard";33;181;77;64;200000;3000;75;52;57;64;55;65;64;52;46;58;46;65;54;43;52;63;76;74;60;61;69;54;66;75;65;50;53;56;52;55;53;55;58;56;1;"arriere_droit"
"5608";"#234536";"G. Heinry";30;187;78;64;425000;1000;58;56;66;63;53;62;66;51;70;71;55;63;51;49;64;65;59;58;63;64;57;63;65;50;73;59;48;67;62;66;48;64;60;48;1;"Milieu__gauche"
"5609";"#235600";"B. Al Mutairi";30;168;50;64;350000;5000;81;28;52;58;56;62;61;22;41;56;31;55;57;38;45;56;80;82;76;54;72;34;70;86;52;29;55;54;51;43;37;53;61;56;0;"arriere_gauche"
"5610";"#236342";"N. Mileusnić";26;180;71;64;475000;1000;94;58;55;65;23;60;58;60;40;56;60;65;56;60;41;61;94;94;78;56;71;62;45;69;65;50;38;20;58;57;53;56;23;24;1;"Ailier_gauche"
"5611";"#238902";"S. Al Khaibari";30;185;74;64;375000;5000;56;27;42;39;65;69;22;22;65;58;24;33;29;28;46;41;54;58;38;59;64;38;80;66;74;23;55;64;27;37;43;49;67;66;1;"arriere_central"
"5612";"#240938";"Junior Messias";29;179;70;64;450000;4000;66;62;62;69;23;43;55;60;52;64;58;72;69;73;58;65;68;65;66;60;68;67;53;58;41;61;29;14;62;65;62;46;19;12;0;"Milieu_central"
"5613";"#244118";"D. Bertrand";27;176;64;64;475000;2000;71;62;58;70;26;38;61;63;49;62;59;74;61;60;46;68;74;69;65;53;78;70;33;45;37;52;31;20;58;58;67;52;26;28;0;"Milieu__droit"
"5614";"#247991";"R. Dâlbea";38;184;80;64;100000;2000;33;54;55;52;57;78;46;44;36;64;36;51;47;39;60;60;33;33;32;62;53;72;59;64;83;62;86;63;47;52;65;56;61;64;1;"Milieu__gauche"
"5615";"#248702";"J. Castro";28;165;69;64;450000;4000;75;46;60;65;62;53;62;45;52;64;34;62;41;36;65;64;74;76;73;58;88;57;59;65;44;35;60;62;64;60;45;57;64;62;1;"arriere_droit"
"5616";"#248758";"A. Soubervie";36;183;80;64;80000;950;52;33;59;58;63;66;62;28;56;63;26;51;69;68;50;63;45;58;67;64;66;49;54;65;69;21;61;65;45;52;51;58;63;61;1;"arriere_droit"
"5617";"#251068";"M. Dobrescu";27;176;72;64;400000;1000;71;33;53;60;61;65;61;44;58;60;23;57;49;56;47;63;70;71;73;55;60;21;71;70;69;21;45;63;43;36;31;48;60;61;0;"arriere_gauche"
"5618";"#252513";"A. Sy";31;191;86;64;325000;5000;50;28;39;39;64;74;29;28;65;53;18;35;27;22;38;37;48;52;49;60;48;35;71;67;84;24;58;64;27;34;34;55;65;63;1;"arriere_central"
"5619";"#253248";"L. Cabral";36;178;85;64;90000;500;54;45;50;50;64;68;43;34;70;62;29;44;37;35;51;54;55;53;59;57;56;62;78;61;72;59;65;60;42;40;31;68;63;60;0;"arriere_central"
"5620";"#253303";"J. Alvez";36;173;68;64;80000;500;53;34;57;53;63;54;70;35;63;59;27;40;57;30;54;65;56;51;58;69;78;41;52;58;51;22;57;59;45;51;49;60;64;62;1;"arriere_gauche"
"5621";"#253600";"V. Melgar";32;171;71;64;300000;500;63;52;55;62;64;66;47;55;45;58;49;59;40;59;55;67;66;60;62;60;62;49;69;57;71;48;65;68;49;59;56;58;68;57;1;"Milieu__droit"
"5622";"#253604";"Y. Tello";30;169;78;64;375000;500;55;36;52;51;63;66;35;31;49;64;31;40;39;34;60;61;55;55;63;65;70;53;58;73;65;28;60;64;38;50;45;50;67;64;1;"Milieu_central"
"5623";"#253625";"M. Quiroga";28;175;68;64;450000;500;61;56;56;61;60;69;40;60;49;59;48;55;41;49;57;64;60;61;74;68;67;47;63;82;67;57;59;63;68;71;47;74;68;53;0;"Milieu__gauche"
"5624";"#254040";"C. Latorre";33;185;75;64;220000;500;60;44;57;59;57;74;49;43;49;65;49;50;39;39;59;72;59;61;64;58;68;50;77;71;77;41;70;63;40;60;41;51;54;49;1;"Milieu__droit"
"5625";"#254433";"T. Valencia";29;175;65;64;450000;500;75;64;60;64;51;68;65;62;40;62;43;68;61;58;62;59;71;78;62;52;64;75;75;76;62;69;70;49;57;51;44;62;52;49;1;"Milieu__droit"
"5626";"#254741";"G. Giménez";33;175;76;64;200000;500;71;30;53;59;61;57;65;32;59;62;25;54;52;29;49;61;75;67;69;59;74;28;64;62;59;23;45;58;47;33;30;44;65;61;1;"arriere_central"
"5627";"#257573";"Querol";32;184;78;64;350000;2000;65;63;64;63;36;57;61;63;31;65;35;65;70;72;64;63;64;65;53;59;57;70;46;51;61;67;58;28;65;61;47;52;44;21;0;"Milieu__gauche"
"5628";"#257661";"R. Figiel";29;175;74;64;425000;2000;65;57;62;61;55;64;54;56;43;66;35;60;56;61;63;64;68;62;58;62;55;65;44;77;64;61;53;58;59;64;47;60;61;53;1;"Milieu__gauche"
"5629";"#257767";"A. D'Errico";28;171;68;64;450000;500;59;42;66;65;56;53;62;42;39;70;36;65;55;44;66;65;54;63;61;60;80;50;49;63;45;32;61;55;60;70;45;62;66;54;1;"Milieu__droit"
"5630";"#257885";"T. Tomić";29;183;73;64;425000;3000;64;56;61;60;64;70;51;51;62;66;46;58;48;52;64;62;63;64;65;62;64;65;62;73;68;60;73;67;66;63;54;65;62;60;0;"Milieu__droit"
"5631";"#256035";"K. Sulemana";18;174;69;63;750000;1000;91;52;52;70;27;52;53;55;40;57;48;70;58;36;43;66;90;92;86;47;88;58;75;62;50;39;39;22;58;51;53;68;25;23;1;"Ailier_gauche"
"5632";"#247678";"J. Araujo";18;175;70;63;700000;500;75;31;54;64;59;56;59;25;57;59;22;64;37;25;58;61;75;75;75;56;71;40;68;66;49;28;58;55;58;48;36;54;63;59;1;"Milieu__droit"
"5633";"#243702";"D. Spence";19;184;71;63;725000;2000;79;29;45;61;59;56;57;26;44;52;27;63;49;28;31;56;79;79;69;61;61;33;60;63;57;24;46;61;49;35;37;48;63;56;1;"Milieu__droit"
"5634";"#243840";"L. O'Connor";19;178;75;63;725000;1000;71;45;59;64;62;59;55;46;59;65;40;63;53;31;61;64;74;69;70;53;74;52;67;54;58;38;68;60;51;59;34;69;62;64;1;"arriere_droit"
"5635";"#255210";"A. Slimane";19;188;80;63;775000;2000;63;53;61;67;52;70;51;51;48;67;47;68;57;46;63;69;64;62;65;57;60;62;54;67;79;48;57;48;61;63;49;63;55;51;1;"Milieu__droit"
"5636";"#238336";"J. Rankin-Costello";20;183;64;63;800000;7000;75;56;58;66;53;59;58;65;39;63;42;66;45;47;58;64;78;72;73;57;65;52;60;62;64;42;43;48;59;55;49;53;59;59;1;"Ailier_droit"
"5637";"#243284";"F. Winther";19;186;70;63;750000;1000;60;27;48;56;63;66;34;23;61;66;22;53;30;24;61;62;55;64;53;58;61;39;70;68;68;22;56;60;27;33;32;54;65;62;0;"arriere_central"
"5638";"#243520";"A. McCann";20;178;65;63;800000;1000;68;50;56;63;61;64;40;46;54;66;37;62;36;41;62;66;66;69;63;62;56;55;66;73;60;55;60;61;56;59;43;60;62;59;1;"Milieu__droit"
"5639";"#243608";"R. Giles";20;183;72;63;750000;6000;89;55;57;66;52;57;66;49;37;57;41;64;59;55;52;63;87;90;83;52;75;66;57;63;55;62;55;48;47;52;49;58;58;57;0;"arriere_gauche"
"5640";"#247599";"L. Leroy";20;186;82;63;800000;1000;63;53;64;63;55;67;56;46;56;69;41;64;52;53;67;64;61;64;62;57;60;68;58;64;76;58;51;54;48;66;52;51;57;56;1;"Milieu__gauche"
"5641";"#248188";"Song Min Kyu";20;179;72;63;800000;1000;77;56;54;63;22;59;56;60;32;60;50;65;44;41;51;63;80;75;59;55;68;64;49;60;61;40;55;20;62;51;51;52;26;27;1;"Milieu__gauche"
"5642";"#252102";"B. Hurtado";21;182;71;63;800000;500;80;51;47;70;25;52;57;51;28;52;43;68;44;38;31;70;82;79;79;66;68;55;47;47;65;48;25;15;62;41;52;65;27;28;0;"Milieu__gauche"
"5643";"#257878";"P. Pokorný";18;183;76;63;725000;650;65;39;59;61;59;67;45;30;61;66;36;60;42;45;65;64;63;66;61;56;60;53;65;62;66;46;74;58;38;62;36;58;65;63;1;"Milieu_central"
"5644";"#242531";"J. Kitolano";18;170;60;63;750000;500;77;52;58;67;58;66;45;52;49;64;45;65;57;39;62;66;75;78;81;59;80;58;74;81;58;48;66;60;62;60;42;66;59;55;1;"Milieu__droit"
"5645";"#250725";"M. Diarra";19;183;69;63;725000;800;68;31;46;58;61;63;53;30;59;55;28;59;34;34;35;54;70;67;61;56;63;26;64;68;63;33;54;61;49;39;43;43;65;66;0;"arriere_gauche"
"5646";"#250813";"L. Greiml";18;186;72;63;700000;2000;53;30;46;42;63;68;25;23;63;59;23;31;31;23;57;46;52;54;67;63;65;42;70;71;66;28;69;59;48;47;41;59;68;66;1;"arriere_central"
"5647";"#251565";"D. Huiberts";20;179;65;63;800000;2000;73;49;59;71;56;55;52;42;59;64;48;73;52;44;61;67;72;74;76;62;64;62;56;63;47;48;64;56;56;59;53;65;59;63;1;"Milieu__gauche"
"5648";"#252036";"N. Colombo";21;184;78;63;750000;2000;60;39;47;46;63;66;35;35;57;56;35;38;28;31;49;52;55;64;50;55;68;54;72;64;63;33;73;60;37;48;39;56;68;65;1;"arriere_central"
"5649";"#255043";"D. Dike";20;188;100;63;825000;2000;70;61;43;50;19;78;30;65;60;57;33;47;33;33;35;54;64;74;51;61;50;76;71;59;96;44;60;15;60;40;65;52;15;10;1;"Attaquant"
"5650";"#255882";"F. Díaz";17;176;65;63;675000;500;58;37;54;53;62;64;39;40;51;64;28;48;36;32;55;61;57;58;51;63;52;38;60;70;64;33;57;58;40;61;37;44;69;64;1;"Milieu__gauche"
"5651";"#243876";"M. Frøkjær-Jensen";20;186;79;63;700000;2000;66;55;59;66;49;65;54;55;50;65;46;66;60;37;59;67;69;64;65;55;63;64;56;66;65;51;64;45;57;60;38;61;52;49;1;"Milieu__gauche"
"5652";"#248880";"N. Guinness-Walker";20;180;70;63;650000;1000;83;31;52;60;58;58;56;32;48;58;25;60;28;31;54;59;82;84;66;52;52;34;62;70;56;22;46;56;54;49;32;48;62;60;0;"arriere_gauche"
"5653";"#252943";"Ramón Enríquez";19;173;68;63;675000;1000;71;58;65;65;46;59;60;54;54;73;49;66;65;49;72;64;71;71;60;60;78;69;61;75;56;57;48;30;62;54;56;65;54;55;1;"Milieu_central"
"5654";"#225557";"R. Poole";22;184;74;63;600000;2000;66;31;55;58;61;70;50;28;60;64;25;55;42;30;63;61;68;64;63;55;67;32;81;71;71;32;65;57;44;47;37;57;64;62;1;"arriere_central"
